family_id	provenance_json
55a3056145b9a61a27f775dd02ca4af81944cf305f615bc8eaac4aeb6341e089	{"symbol":"v8::internal::TaggedImpl<(v8::internal::HeapObjectReferenceType)1, unsigned long>& std::__Cr::vector<v8::internal::TaggedImpl<(v8::internal::HeapObjectReferenceType)1, unsigned long>, std::__Cr::allocator<v8::internal::TaggedImpl<(v8::internal::HeapObjectReferenceType)1, unsigned long> > >::emplace_back<v8::internal::TaggedImpl<(v8::internal::HeapObjectReferenceType)1, unsigned long> const&>(v8::internal::TaggedImpl<(v8::internal::HeapObjectReferenceType)1, unsigned long> const&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
55f28fcbd17be75b3b499de20199547c4b78e4f14fd46f6b3dfa83d7aab4f14b	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client6client6clientNtB2_6Client14get_player_pos","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
5662a0001a74eee824cd15bacba0f92c48b36f9679826fe766bc94c3b2cc977b	{"symbol":"_RNvMNtNtCs3ffjLCRwtey_2v85scope4dataNtB2_9ScopeData5boxed","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
5663a90e5ad0f920cc3ce3a753441f8ac3826da4d66c827db4510731cb58435e	{"symbol":"_RNvMs_NtNtCseoayFEFQqjH_6client6config8idk_typeNtB4_7IdkType6unpack","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
57d247744b80c373340d2936b58be068cad1592bfa67f27f90679fcd7943d7d1	{"symbol":"_RNvXs_NtNtCscHgRw1M2fX5_5alloc3vec21spec_from_iter_nestedINtB6_3VecNtNtCsh45fz8A1of3_3tui12script_shape10BrowseCardEINtB4_18SpecFromIterNestedB13_INtNtNtNtCsc36rpYXAlPq_4core4iter8adapters3map3MapINtNtNtB2t_5slice4iter4IterNtNtCs8BNLh0y6PrD_6script4load6JsCardENvYB13_INtNtB2t_7convert4FromRB3z_E4fromEE9from_iterB17_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
57e3f01f8a421ad930eab69ad8d06e78cc201a159e425fe09a57a3ffc0c61860	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client10wordfilter11word_filterNtB2_10WordFilter14read_bad_words","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
58534557cbcdf3d411c4377186c613926551a343651cff4cecda6d806ba8339f	{"symbol":"std::__Cr::pair<std::__Cr::__hash_iterator<std::__Cr::__hash_node<v8::TracingController::TraceStateObserver*, void*>*>, bool> std::__Cr::__hash_table<v8::TracingController::TraceStateObserver*, std::__Cr::hash<v8::TracingController::TraceStateObserver*>, std::__Cr::equal_to<v8::TracingController::TraceStateObserver*>, std::__Cr::allocator<v8::TracingController::TraceStateObserver*> >::__emplace_unique_key_args<v8::TracingController::TraceStateObserver*, v8::TracingController::TraceStateObserver* const&>(v8::TracingController::TraceStateObserver* const&, v8::TracingController::TraceStateObserver* const&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
59e41b6a52cd92d26a5d2f734a1959eb311d0f4c455cf8ebe8b9c7388e451368	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client10datastruct10hash_tableINtB2_9HashTableNtNtNtB6_6dash3d5store12SharedSpriteE3newB6_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
59f8f6b22a641eddb9d2cc92eb5e656b99e63f13526f1c05e7eab3a94372a539	{"symbol":"std::__Cr::pair<std::__Cr::__hash_iterator<std::__Cr::__hash_node<std::__Cr::__hash_value_type<v8::internal::Isolate*, std::__Cr::unique_ptr<v8::internal::wasm::WasmEngine::IsolateInfo, std::__Cr::default_delete<v8::internal::wasm::WasmEngine::IsolateInfo> > >, void*>*>, bool> std::__Cr::__hash_table<std::__Cr::__hash_value_type<v8::internal::Isolate*, std::__Cr::unique_ptr<v8::internal::wasm::WasmEngine::IsolateInfo, std::__Cr::default_delete<v8::internal::wasm::WasmEngine::IsolateInfo> > >, std::__Cr::__unordered_map_hasher<v8::internal::Isolate*, std::__Cr::__hash_value_type<v8::internal::Isolate*, std::__Cr::unique_ptr<v8::internal::wasm::WasmEngine::IsolateInfo, std::__Cr::default_delete<v8::internal::wasm::WasmEngine::IsolateInfo> > >, std::__Cr::hash<v8::internal::Isolate*>, std::__Cr::equal_to<v8::internal::Isolate*>, true>, std::__Cr::__unordered_map_equal<v8::internal::Isolate*, std::__Cr::__hash_value_type<v8::internal::Isolate*, std::__Cr::unique_ptr<v8::internal::wasm::WasmEngine::IsolateInfo, std::__Cr::default_delete<v8::internal::wasm::WasmEngine::IsolateInfo> > >, std::__Cr::equal_to<v8::internal::Isolate*>, std::__Cr::hash<v8::internal::Isolate*>, true>, std::__Cr::allocator<std::__Cr::__hash_value_type<v8::internal::Isolate*, std::__Cr::unique_ptr<v8::internal::wasm::WasmEngine::IsolateInfo, std::__Cr::default_delete<v8::internal::wasm::WasmEngine::IsolateInfo> > > > >::__emplace_unique_key_args<v8::internal::Isolate*, v8::internal::Isolate*&, std::__Cr::unique_ptr<v8::internal::wasm::WasmEngine::IsolateInfo, std::__Cr::default_delete<v8::internal::wasm::WasmEngine::IsolateInfo> > >(v8::internal::Isolate* const&, v8::internal::Isolate*&, std::__Cr::unique_ptr<v8::internal::wasm::WasmEngine::IsolateInfo, std::__Cr::default_delete<v8::internal::wasm::WasmEngine::IsolateInfo> >&&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
5a09ff7985e731e538923dbb348daf5f3ad5de42d3012bcd0fa3e6ea8d33c161	{"symbol":"_RNvMs7_NtNtCs5bFdGJg8Aqk_10tokio_util4sync18cancellation_tokenNtB5_17CancellationToken3new","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
5b6fae662b69e086384539388fe1c7d6d7a0ee6e849b27e11841985cc4d64743	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client10wordfilter11word_filterNtB2_10WordFilter14read_fragments","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
5b7db08924c7399ebf1b154a12e33e4688c0a7a3f76ec9c3b0d8df1c5a65728a	{"symbol":"_RINvXs4_NtNtCscHgRw1M2fX5_5alloc3vec9into_iterINtB6_8IntoIterINtNtCsc36rpYXAlPq_4core6option6OptionINtNtBa_5boxed3BoxNtNtNtCseoayFEFQqjH_6client6config7if_type9IfTypeMutEEENtNtNtNtB12_4iter6traits8iterator8Iterator8try_foldINtNtB8_13in_place_drop11InPlaceDropIBY_INtNtBa_4sync3ArcB1R_EEENCINvNtNtB2Q_8adapters3map12map_try_foldBX_B49_B3z_INtNtB12_6result6ResultB3z_zENCNCNvCs3JBA3HkGT3V_9host_play13load_templates_00NCINvNtB8_16in_place_collect24write_in_place_with_dropB49_E0E0B5q_EB5Z_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
5bda19d2e77b5de08a70b2b8f9e7764e3c6f40eb4275a09a7afca4578771aa6c	{"symbol":"v8::internal::CppHeap::CppHeap(v8::Platform*, std::__Cr::vector<std::__Cr::unique_ptr<cppgc::CustomSpaceBase, std::__Cr::default_delete<cppgc::CustomSpaceBase> >, std::__Cr::allocator<std::__Cr::unique_ptr<cppgc::CustomSpaceBase, std::__Cr::default_delete<cppgc::CustomSpaceBase> > > > const&, cppgc::Heap::MarkingType, cppgc::Heap::SweepingType)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
5bed7611aa5f3463bd02f80b4a26ca28c2a87d65b12459d991961d442a26506c	{"symbol":"_RNvMNtCsh45fz8A1of3_3tui3binNtB2_10TuiSession4pump","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
5d114bf99f786e6582f3469d0f13eb24f148bc16d91076e6ca9f9bd45d28ccd2	{"symbol":"_RNvXs_NtNtCscHgRw1M2fX5_5alloc3vec21spec_from_iter_nestedINtB6_3VecNtNtCsjCVkXGB5m1G_3api8snapshot8StatViewEINtB4_18SpecFromIterNestedB13_INtNtNtNtCsc36rpYXAlPq_4core4iter8adapters3map3MapINtNtNtB2l_3ops5range5RangejENCNvMs1_B15_NtB15_12GameSnapshot12rebuild_stat0EE9from_iterB17_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
5d819357873c1654776c81c4502360ad6ede0a7b9e9e2e1cc163e0ecb36fcd7e	{"symbol":"_RNvMNtCs50mG4W4lMfe_8scenario6runnerNtB2_14ScenarioRunner14set_live_names","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
60ab0fed6c58b447428bd8fdb4338d027dcd0934b549e89b01e0f603834ad736	{"symbol":"v8::base::RegionAllocator::RegionAllocator(unsigned long, unsigned long, unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
621e876fa28baa2e1a28044329820ba92a08447fdfbdc2e5f2016000f864775a	{"symbol":"_RNvMs3_NtCs46fkt1xHg5P_11rustyscript13inner_runtimeINtB5_12InnerRuntimeNtNtNtCs5bJpdm632qa_9deno_core7runtime9jsruntime9JsRuntimeE3newB7_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
6372c45c8b0f7e395fb0da1dc75b46a57bc14f1f297df52b295dd199f94f0de8	{"symbol":"_RINvXs0_NtNtNtCsc36rpYXAlPq_4core4iter8adapters3mapINtB6_3MapINtNtNtBc_5slice4iter4IterNtNtCs8BNLh0y6PrD_6script10isolate_fb9StatInputENCNvMsh_B1p_NtB1p_19SnapshotFingerprint10from_input0ENtNtNtBa_6traits8iterator8Iterator4folduNCINvNvB30_8for_each4callTlNtNtCscHgRw1M2fX5_5alloc6string6StringlllENCINvMsj_NtB49_3vecINtB4U_3VecB43_E14extend_trustedBN_E0E0EB1r_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
63936749fcc40d518ff2fb6bcfbce101e18f17ace4a8237e91dde161ba1ed4a9	{"symbol":"v8::MemoryRange& std::__Cr::vector<v8::MemoryRange, std::__Cr::allocator<v8::MemoryRange> >::emplace_back<v8::MemoryRange const&>(v8::MemoryRange const&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
639511caff4ca9379f4c3593474a84e0dce66148a37e47055a9961dfd1b34898	{"symbol":"cppgc::internal::RawHeap::RawHeap(cppgc::internal::HeapBase*, std::__Cr::vector<std::__Cr::unique_ptr<cppgc::CustomSpaceBase, std::__Cr::default_delete<cppgc::CustomSpaceBase> >, std::__Cr::allocator<std::__Cr::unique_ptr<cppgc::CustomSpaceBase, std::__Cr::default_delete<cppgc::CustomSpaceBase> > > > const&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
63a0bcab113124cea1d340904f8d1112383d840d9dc5c9bd3d4f26e8d80f91c8	{"symbol":"_RNvXs_NtNtCscHgRw1M2fX5_5alloc3vec21spec_from_iter_nestedINtB6_3VecTlNtNtB8_6string6StringEEINtB4_18SpecFromIterNestedB13_INtNtNtNtCsc36rpYXAlPq_4core4iter8adapters3map3MapINtNtNtB25_5slice4iter4IterNtNtCs8BNLh0y6PrD_6script10isolate_fb13ChatLineInputENCNvMsh_B3d_NtB3d_19SnapshotFingerprint10from_inputs1_0EE9from_iterB3f_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
648a086a32bed56e5591707fc20b6ade74a2e407a393f34219628ea9e78e57f9	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client10datastruct10hash_tableINtB2_9HashTableNtNtNtB6_6config8loc_type9CachedLocE3newB6_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
64cd864b1070def8685577729392fe45796c8cafc94f37d196025303ee5d4d47	{"symbol":"operator new(unsigned long, std::align_val_t)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
65628fbfd8eea0ba3d55f7490dc21cf2f523fb085cc5edbf2acc07e61d738a9a	{"symbol":"std::__Cr::pair<std::__Cr::__tree_iterator<v8::base::RegionAllocator::Region*, std::__Cr::__tree_node<v8::base::RegionAllocator::Region*, void*>*, long>, bool> std::__Cr::__tree<v8::base::RegionAllocator::Region*, v8::base::RegionAllocator::SizeAddressOrder, std::__Cr::allocator<v8::base::RegionAllocator::Region*> >::__emplace_unique_key_args<v8::base::RegionAllocator::Region*, v8::base::RegionAllocator::Region* const&>(v8::base::RegionAllocator::Region* const&, v8::base::RegionAllocator::Region* const&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
65a2a8416e34e81374d9d652243bb2daca85a222bfdd65ec5abfc83f91f4853c	{"symbol":"v8::internal::ConcurrentMarking::ConcurrentMarking(v8::internal::Heap*, v8::internal::WeakObjects*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
65ac0e2f2001d1807c5cbd6088ce6f20218842c33aaf16179785d0273d4f9682	{"symbol":"_RNvMs6_Cs3JBA3HkGT3V_9host_playNtB5_4Play3new","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
670297148fc36e17e664809ea562a44bd7d59789f5732bf2ea03ec43423d36e8	{"symbol":"_RINvNtNtCs6ZjlLoI6YmX_3std6thread9lifecycle15spawn_uncheckedNCNvMNtNtCs8BNLh0y6PrD_6script4load7isolateNtB11_11LoadIsolate11spawn_inners_0uEB15_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
67248a1377ac46351668ea2dd17a7513363e9955b9bd6537ef3ad46cf25673fb	{"symbol":"_dl_allocate_tls","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
6792a80fce9588b41a42867e7103829ad3de44ed5e5ac9364ec5c94d9ac287fc	{"symbol":"_RNvNtCs8BNLh0y6PrD_6script10isolate_fb11item_row_fp","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
67bd84f807035d03fe0592ee6bbe691d2f34a724fcd0615821b1ce5fc5af7a82	{"symbol":"_RNvMNtNtCs46fkt1xHg5P_11rustyscript13module_loader12inner_loaderNtB2_16InnerRustyLoader7resolve","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
67c23779f78ddc300af09da18ad4e45f39300074c64ef84fd85f6fbf0e1daad3	{"symbol":"v8::platform::DefaultWorkerThreadsTaskRunner::DefaultWorkerThreadsTaskRunner(unsigned int, double (*)(), v8::base::Thread::Priority)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
68717bc035d501b2d7a0548069f3cb687ec27f290d2a36341c727b8f1e313ebc	{"symbol":"v8::internal::GCCallbacks::Add(void (*)(v8::Isolate*, v8::GCType, v8::GCCallbackFlags, void*), v8::Isolate*, v8::GCType, void*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
68f94075f9ebcad921dd2b319b30dc5b3c0af233fc7fa15fa47203092cc7e81f	{"symbol":"v8::bigint::Processor::New(v8::bigint::Platform*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
6929d9bb67a00fec91d90f4559b9ed26003bf7fb74134da08e1e0095ccca3982	{"symbol":"_RINvMsm_NtCscHgRw1M2fX5_5alloc2rcINtB6_2RcSNtNtNtCs9EEH76LUcI7_12ratatui_core6layout4rect4RectE15from_iter_exactINtNtNtNtCsc36rpYXAlPq_4core4iter8adapters3map3MapINtNtNtB1V_5slice4iter4IterNtNtBJ_6layout7ElementENCNvB33_16changes_to_rects0EEBL_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
698caa20e98a629b0b52574c520d465f4a3781a3ca81dafdb1113c46ac66473f	{"symbol":"v8::internal::LocalIsolate::LocalIsolate(v8::internal::Isolate*, v8::internal::ThreadKind)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
6a04df60ca57e7d15fa276a2554334fdc67fae78eb8010db7575a238225a09b7	{"symbol":"v8::Context::Enter()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
6a345445d81fcdce75364c898a44e743e18e46e462fd1f959258f2b34ffefd50	{"symbol":"v8::internal::wasm::WasmEngine::InitializeOncePerProcess()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
6a36977ed237be23b5c72646586416b857d6e764b1e64b2b679be67623263e51	{"symbol":"_RNvMs5_NtCscHgRw1M2fX5_5alloc7raw_vecNtB5_11RawVecInner11finish_growCsh45fz8A1of3_3tui.llvm.8043456985480046121","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
6aba15e778ac0d218533472f0ad16f18584049c46fb2edce793d5d49d7ad3c91	{"symbol":"_RINvXs6_NtNtCsg1F0d9pE0jn_5serde2de5implsNtNtCscHgRw1M2fX5_5alloc6string6StringNtB8_11Deserialize11deserializeINtNtCs8w6ufvPp9JY_10serde_json2de6MapKeyNtNtB1P_4read9SliceReadEECs1hMbrFPmPsq_5vault","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
6abb066cf89663373768d54528edf59c7d2089ee2c4a0637ae919947ff155460	{"symbol":"_RNvMsi_NtNtNtCscHgRw1M2fX5_5alloc11collections5btree3mapINtB5_8BTreeMapNtNtBb_6string6StringNtCs1hMbrFPmPsq_5vault7ProfileE6insertB1u_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
6cc5e6a7895c833ee25782f7d89d453371ca72d012cbd16b264113bdc401b8ca	{"symbol":"_RINvMs5_NtNtCs3mPnGIsjFaM_11signal_hook8iterator7backendINtB6_14SignalDeliveryNtNtNtNtCsbuLvMvCFJgq_3mio3net3uds6stream10UnixStreamNtNtB8_11exfiltrator10SignalOnlyE9with_pipeAlj1_lB1e_ECshu1YjhL9Q4t_9crossterm","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
6db6fbd2add0b9db3f8c98b32f2f231dfd568abda076161cc8f722eebbe3f05a	{"symbol":"v8::internal::GlobalHandles::GlobalHandles(v8::internal::Isolate*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
70e36be5ecbdaf3253f0908612ab3091894e9b9bf2e9cc897e1efebe81f1a0d9	{"symbol":"v8::internal::compiler::WasmCallDescriptors::WasmCallDescriptors(v8::internal::AccountingAllocator*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
714096c6affa162b7d3d534d211c6ec56d7d26ac8c89c0abdf71e05d7eb9cf3c	{"symbol":"_RNvNtCsh45fz8A1of3_3tui3bin3run","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
7208c76875d7f972c719a523514a849d05d1ddb92a6974d85d102ac98af929f6	{"symbol":"_RNvXs_NtNtCscHgRw1M2fX5_5alloc3vec21spec_from_iter_nestedINtB6_3VecNtNtCs8BNLh0y6PrD_6script10isolate_fb9ItemRowFpEINtB4_18SpecFromIterNestedB13_INtNtNtNtCsc36rpYXAlPq_4core4iter8adapters3map3MapINtNtNtB2s_5slice4iter4IterNtB15_12ItemRowInputENvB15_11item_row_fpEE9from_iterB17_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
72204921509737c486b146f3d6df800663e7a2c911de8a897241ecf87f90b6f0	{"symbol":"_RNvMs5_NtCscHgRw1M2fX5_5alloc7raw_vecNtB5_11RawVecInner11finish_growCs48pER9i7TM2_3url.llvm.15660988891364918792","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
72a1618b84e7906669afd846e812b5c566431a338b5eb393f621fc765cbd2142	{"symbol":"_RNvMs16_NtCs6ZjlLoI6YmX_3std4pathNtB6_4Path11to_path_buf","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
72b0f99b8349bb7b8f6caaa7b7cc008049b5ba7d8228b57ab6fff14f143c053e	{"symbol":"_RNvNtCs8BNLh0y6PrD_6script14memory_profile10registered","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
72cad0026120c50af7d386321b6ee737585055b163be5bd0db7aef205508c22c	{"symbol":"_RNvMs_NtNtCseoayFEFQqjH_6client6config11varbit_typeNtB4_10VarBitType6unpack","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
72e4f5c576864e6e9e461504e1d5c4b00dabc066b49ca029aeaebd5795a14d5f	{"symbol":"void std::__Cr::__hash_table<v8::TracingController::TraceStateObserver*, std::__Cr::hash<v8::TracingController::TraceStateObserver*>, std::__Cr::equal_to<v8::TracingController::TraceStateObserver*>, std::__Cr::allocator<v8::TracingController::TraceStateObserver*> >::__do_rehash<true>(unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
7316a23d42412e20048446bd14d5cf1b3e7285cae727af14dd7e45e6b28c983d	{"symbol":"v8::internal::PagedSpace::CreateAllocatorPolicy(v8::internal::MainAllocator*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
7342eeea1002be07c0e17d3c8bf84ff299d0850bc6f1c51308e334e36fbb1baf	{"symbol":"_RNvMs4_NtNtNtNtCscHgRw1M2fX5_5alloc11collections5btree3map5entryINtB5_11VacantEntryNtNtCsc36rpYXAlPq_4core3any6TypeIdINtNtBd_5boxed3BoxDNtB1l_3AnyEL_EE12insert_entryCs5bJpdm632qa_9deno_core","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
73599eb4fb3f23b3a188c3a6dcb146f770f7b9910e9337a3487a4f87abe06cbf	{"symbol":"void std::__Cr::__hash_table<v8::internal::AllocationObserver*, std::__Cr::hash<v8::internal::AllocationObserver*>, std::__Cr::equal_to<v8::internal::AllocationObserver*>, std::__Cr::allocator<v8::internal::AllocationObserver*> >::__do_rehash<true>(unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
7390bfaaf5260a1e2baf35097ad4109fdc35d54f18f868aa58fa2f1bc697eaa4	{"symbol":"std::__Cr::deque<std::__Cr::unique_ptr<v8::Task, std::__Cr::default_delete<v8::Task> >, std::__Cr::allocator<std::__Cr::unique_ptr<v8::Task, std::__Cr::default_delete<v8::Task> > > >::__add_back_capacity()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
73af0c4b26816bedafba2b517e4dfcbcebc37c25ce17126965b880b2e927b9d5	{"symbol":"operator new[](unsigned long, std::nothrow_t const&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
73c57d868ec65b2ec89448216eda3f96e25d61766e666282975f198e18398672	{"symbol":"v8::internal::Intl::CreateTimeZoneCache()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
754bed513eba0ec694282397267e027b7af8cd8a4384a08baa1b30312559a13d	{"symbol":"v8::internal::wasm::WasmEngine::WasmEngine()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
759555167e34a9a9d61431b5cf20a39a8350e01efc037331475e874b577520c2	{"symbol":"_RNvMsk_NtCscHgRw1M2fX5_5alloc4syncINtB5_3ArcINtNtB7_3vec3VecINtNtCsc36rpYXAlPq_4core6option6OptionIBx_NtNtNtCseoayFEFQqjH_6client6config7if_type9IfTypeMutEEEE17clone_from_ref_inB1I_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
768b1d3877a755805fb8b0e8c90a70e4102fb271726834eccd1934583b200540	{"symbol":"_RNvMNtNtNtCsjSTgzKTFx8E_5tokio7runtime2io6driverNtB2_6Driver3new","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
774ad503d73c6b03581e89149f583cf55edf26885ea1dd95a71c2a5a178f509c	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client4core5worldNtB2_5World16set_ground_decor","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
77be961186e8c758162cbe177fecb1797f0f5a45bff59be0103d2abf25eb47ff	{"symbol":"_RNvMs0_NtNtCseoayFEFQqjH_6client6config8flo_typeNtB5_7FloType6unpack","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
781aa38583519ab9a8833154cb0ed7895a4c748a08a9b8e2291f31dab1c526d0	{"symbol":"v8::internal::VirtualMemoryCage::InitReservation(v8::internal::VirtualMemoryCage::ReservationParams const&, v8::base::AddressRegion)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
7957ba94513fe282f043b349bcec95f85c9a6c642ad8f4aff992d139de945b33	{"symbol":"_RNvMs0_NtNtCseoayFEFQqjH_6client6dash3d5modelNtB5_5Model4load","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
797e92cd0abd10212156b50da8f940fd71274a0f4c5ebc8bc4e6b2cf2743beb1	{"symbol":"v8::internal::SemiSpaceNewSpace::CreateAllocatorPolicy(v8::internal::MainAllocator*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
79e9d47497ab7ec6e07c2f06ed8e6e4814f9e6e2cf84e351cbb718ff6dddbc3c	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client10wordfilter11word_filterNtB2_10WordFilter8read_tld","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
7a504ea0b8719c570e3a5cdf06280fa8ac2b4e3f9b98eae95a80533dcd18416b	{"symbol":"v8::sampler::Sampler::Sampler(v8::Isolate*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
7ad47fd9849faa7a87934058d918ff23d2e56e9955721e3e7710e2d25d4d5691	{"symbol":"v8::base::RegionAllocator::Split(v8::base::RegionAllocator::Region*, unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
7c0b3157abae812e6ff5c53a68b2e5b584db8e6395b26bafdf81cc3d55a9a7b3	{"symbol":"_RINvMs6_NtCs1lJFy7o6pGX_9hashbrown3rawINtB6_8RawTableTNtNtCscHgRw1M2fX5_5alloc6string6StringINtNtNtCs6ZjlLoI6YmX_3std6thread11join_handle10JoinHandleuEEE14reserve_rehashNCINvNtB8_3map11make_hasherBQ_B1s_NtNtNtB1z_4hash6random11RandomStateE0ECs3JBA3HkGT3V_9host_play","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
7c722e0367e24c3303514a208201431e22576edf106762cb6f02e1523bb82bc9	{"symbol":"void std::__Cr::__hash_table<v8::internal::MemoryChunk const*, v8::base::hash<v8::internal::MemoryChunk const*>, std::__Cr::equal_to<v8::internal::MemoryChunk const*>, std::__Cr::allocator<v8::internal::MemoryChunk const*> >::__do_rehash<true>(unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
7c763f29625127778328c5c1c0c28b9aead045d016fb202f6138ad5945b89dde	{"symbol":"v8::internal::ReadOnlyPageMetadata*& std::__Cr::vector<v8::internal::ReadOnlyPageMetadata*, std::__Cr::allocator<v8::internal::ReadOnlyPageMetadata*> >::emplace_back<v8::internal::ReadOnlyPageMetadata* const&>(v8::internal::ReadOnlyPageMetadata* const&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
